"Tutte le cittadinanze - Anno: 2014"
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Codice regione;Regione;Totale
13;Abruzzo;8730;9426;9906;10077;10261;10438;10949;11103;11512;11277;11689;11460;11355;11499;11541;11472;11336;11718;11987;12065;12399;12374;12603;12583;13082;13545;14075;13989;14272;14328;14572;14251;14648;15059;15292;15280;15997;15893;16306;16940;17618;17728;18571;19017;19849;19655;20190;20601;20202;21062;20884;21090;21254;21290;21425;20176;19385;19082;18801;18497;17781;17532;17264;17230;16864;15790;15688;15685;16147;16394;16560;15570;15035;11225;12025;11497;11059;11024;12452;12315;11046;10640;9722;9471;8665;8310;7098;6619;6316;4984;4228;3682;2836;2258;1773;1335;1000;754;490;230;385
14;Molise;1854;2086;2044;2129;2169;2206;2266;2311;2433;2279;2479;2482;2481;2562;2574;2596;2662;2715;2893;3007;3245;3150;3156;3218;3303;3391;3545;3507;3458;3446;3475;3516;3395;3524;3499;3522;3650;3692;3633;3821;3898;3974;4090;4357;4506;4362;4477;4447;4460;4693;4730;4834;4888;4892;5047;4699;4596;4555;4643;4455;4212;4214;4216;4146;4175;3807;3930;3632;3929;4070;3940;3751;3465;2682;2622;2447;2354;2574;2887;3008;2560;2517;2477;2356;2304;2117;1795;1657;1646;1307;1065;976;771;572;477;355;286;212;139;59;104
15;Campania;47123;49366;49572;50223;50967;52038;54403;55544;57215;58836;59532;60702;61083;61681;63770;64522;64016;65616;67172;67791;68362;68258;68953;69090;70006;71290;74340;73342;72774;72174;72850;70350;69709;71187;72044;72526;74282;73372;74186;75847;77940;79522;82479;85203;88290;86886;87414;87897;86525;88813;88801;89783;90378;90217;92086;86333;84352;82425;78908;77595;73579;72512;69087;69769;68740;62912;60796;60601;61435;61094;62112;59477;59497;48138;40765;43506;41072;38787;41809;40052;36120;33335;29821;28961;25769;24172;21408;18907;17262;13683;11390;9217;7182;5659;4198;3126;2259;1648;1113;476;884
16;Puglia;28283;29623;30568;30974;32318;33060;34265;35375;36514;36974;37470;37914;38144;38850;40228;40590;40768;41930;43117;43259;43439;43378;43618;43604;44018;45282;47195;46174;45883;45285;46335;45243;44750;44683;46213;46467;47957;48613;50067;52655;54417;56686;58789;60359;61963;59971;59115;60529;60147;61717;61880;62647;63220;63143;63989;59458;57908;57301;55734;54357;51464;52138;50667;50139;48693;46983;45021;46419;47751;47470;50036;46767;45794;38426;34461;34058;34422;32203;34469;33439;30887;28559;25643;24721;22985;20554;18440;16700;15434;12185;10369;8790;6691;5187;3876;3087;2208;1527;1077;516;859
17;Basilicata;3656;3887;3979;4014;4035;4027;4414;4382;4509;4705;4849;4803;4966;4918;5235;5293;5445;5495;5768;5825;5825;5854;5894;5990;6141;6310;6775;6613;6881;6666;6632;6550;6430;6624;6741;6630;6713;6670;6663;6834;7246;7402;7905;8030;8225;8081;8274;8362;8487;8725;8776;9075;8788;8937;9246;8747;8846;8589;8434;8103;7823;7644;7779;7440;7455;6881;6767;6621;6856;6910;7071;6377;5790;4508;4393;4330;4308;4252;4964;5089;4726;4662;4279;4053;3944;3600;3079;2768;2637;2148;1732;1471;1175;868;655;545;401;300;165;80;122
18;Calabria;14789;15415;15700;15946;16057;16151;16545;16778;17309;17570;17710;17782;18291;18104;18645;18743;18572;19341;20219;20320;20684;20326;20937;21307;21864;22781;23504;23266;23890;24147;24624;24154;23776;23763;24069;23924;24360;24259;24564;25000;25332;25926;27171;27045;27360;27274;27486;27901;27645;29121;28757;29070;29124;28917;30174;28499;28386;28084;27718;27029;25141;25838;25007;24852;24606;23206;21945;22362;22716;22672;22801;22058;20101;15544;15452;15187;14905;14196;16069;15418;14316;13361;12708;12295;11367;10847;9505;8363;7548;6153;5087;4157;3460;2691;2123;1584;1080;789;595;259;452
19;Sicilia;39332;40502;40655;41997;43059;42514;44678;44788;46303;47367;48132;47791;48781;49752;50680;50637;50832;52232;54131;55317;54259;54311;54719;55243;56630;58493;60803;59588;60043;59883;59965;58230;58150;58507;59612;58825;60620;60575;62801;63473;65232;66153;69464;71128;73578;72232;72536;74009;73343;75659;74695;75415;74863;74308;76198;72068;71812;70008;70081;66485;64255;64141;62474;62113;61540;56576;55834;55162;56707;56781;58376;57164;51983;43627;41487;39145;38302;37855;42326;39883;37160;32469;30692;29332;27918;25602;21871;19848;18834;14340;12176;9568;8006;6143;4915;3403;2605;1696;1206;579;977
20;Sardegna;9152;9994;10399;10959;11228;11623;12225;12827;13233;13264;13319;13285;13391;13478;13247;13759;13529;13868;14436;14526;14213;14348;14596;14970;15210;15675;16312;16682;17344;17204;17431;17569;17579;18289;18602;19094;20119;20153;20912;21139;23139;23541;24531;25796;26923;26939;26648;26627;26236;27146;26420;27241;27468;27394;27987;26762;26014;25537;24757;24185;23773;23747;23228;22510;22756;21635;21289;20876;20917;20230;20521;19556;18190;16954;16470;15730;15943;14619;15939;14667;12996;11819;11199;9915;9878;9097;7963;6959;6718;5534;4735;3731;3154;2283;1911;1368;1043;697;532;291;410
;Totale;431007;455746;470813;482946;498240;507118;529609;537809;553691;563046;569271;567812;568576;565035;571168;566861;563617;570790;586873;585535;592118;590127;591595;590504;597963;610365;636390;634599;647713;646532;661682;648958;652430;672536;684894;696965;720821;725890;743989;767068;808091;833979;870585;911068;948308;942526;951644;960873;952392;977845;970952;974426;983002;980231;992363;930364;898112;879334;850679;828928;790780;781577;764192;747881;734624;698687;685459;680430;701821;702312;728090;706643;700442;535439;544806;542572;531505;525763;567636;545322;514429;460163;414713;403674;369736;335183;300229;273375;254237;204776;173875;145270;116481;92323;71496;54883;39836;28842;19650;8985;14132
Territorio/Età;;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
